City,LOC_FINAL,SAL_SP,FROG_SP,SNAKE_SP,LIZARD_SP,TURTLE_SP,RBS_OBS,AMTO_OBS,GRFR_OBS,GART_OBS,FOWL_OBS,BULL_OBS,GRAYTR_OBS,PEEP_OBS,NO_SLIMY,ERAT_OBS,NO_WAT_OBS,NO_DUSK,LINED_OBS,DEKAY_OBS,PAINT_OBS,SNAP_OBS,SKINK_OBS,type,Junevisits,Julyvisits,HABITAT_NUM,forest10,field10,stream10,pond10,area,perimeter,imperv,road_length,CONN100,CONN500,CONN1000,forestcover,wetland_types,species pool,city_imperv,city_forest
Philadelphia,Pleasant Hill Park,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,4,2,0,0,Single,NA,NA,3,0,1,1,1,175924,2501,21.68717949,0,0,0.165,21.4,10.128,4,32,50.2,12.47
Philadelphia,Schuylkill Center for Environmental Education,5,4,3,0,2,10,17,103,2,0,1,0,0,0,0,2,1,0,0,10,4,0,Single,81,77,3,1,1,1,0,1283985,5172,0.319104269,0,0.021,58.633,288.647,67.538,2,32,50.2,12.47
Philadelphia,Tacony Creek Park,1,2,3,0,2,2,0,3,11,0,13,0,0,0,0,16,0,0,6,2,11,0,Single,5416,4809,3,1,1,1,0,1270904,17366,5.94241573,2240.928,0,3.22,65,48.159,4,32,50.2,12.47
Philadelphia,The Hood Cemetery,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,1,1,0,0,0,4641,305,15.85714286,0,0.098,127,455,44.714,0,32,50.2,12.47
Philadelphia,The Spring Gardens,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Single,NA,NA,1,0,1,0,0,6797,353,47.11111111,0,0,9.8,178,0,0,32,50.2,12.47
Philadelphia,The Woodlands Community Garden,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,Single,NA,NA,2,1,1,0,0,217144,1944,15.20247934,0,0.861,87.5,353,21.252,0,32,50.2,12.47
Philadelphia,Upper Roxborough Reservoir Preserve,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,0,1,0,1,138627,1497,2.551948052,0,0.065,196,787,13.305,2,32,50.2,12.47
Philadelphia,Washington Avenue Green,0,0,2,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,Single,NA,NA,2,1,0,1,0,7708,620,72.88888889,0,0,0.365,27,0,1,32,50.2,12.47
Philadelphia,Water Tower Recreation Center,1,2,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,Single,254,157,2,1,1,0,0,20520,654,7.47826087,0,0,19.7,294,12.478,0,32,50.2,12.47
Philadelphia,Wissahickon Valley Park ,4,4,5,0,1,28,42,41,35,0,4,0,0,0,0,36,1,6,4,0,8,0,Multiple,NA,NA,3,1,1,1,0,7592623,36903,1.180837187,21481.769,0,36.6,278,67.971,2,32,50.2,12.47
Philadelphia,Wister Woods Park,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,742,781,2,1,1,0,0,211267,2282,5.743589744,944.88,0.014,28.119,219,49.692,0,32,50.2,12.47
Pittsburgh ,Allegheny Arsenal ,0,2,1,0,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,1,1,0,0,1312806,6179,15.94391245,17800.288,0,6.203,113.38,33.878,0,21,48.5,21.97
Pittsburgh ,Frick Park ,3,3,5,0,0,0,24,3,29,0,0,0,0,3,7,7,6,4,6,0,0,0,Single,4073,3379,3,1,1,0,0,2733671,13843,14.92211633,18997.074,0,3.237,94.385,57.92,1,21,48.5,21.97
Pittsburgh ,Hays Woods Trail,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,3,1,1,1,0,2939658,10449,0.660643185,3063.17,0,9.015,107.575,75.509,1,21,48.5,21.97
Pittsburgh ,Hazelwood Greenway ,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,1,1,0,0,386687,2794,4.013986014,899.452,0,31.403,355.505,74.166,0,21,48.5,21.97
Pittsburgh ,Herrs Island North Park ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,0,1,1,0,35767,956,34.12820513,39.51,0,14.672,174.814,13.974,0,21,48.5,21.97
Pittsburgh ,Highland Park/Pittsburgh Zoo ,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,Single,8595,8617,4,1,1,1,1,1509655,9684,23.3787969,7551.458,0,3.402,73.439,38.005,1,21,48.5,21.97
Pittsburgh ,Mt. Washington Park ,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,1,1,0,0,1539052,14193,13.96787383,17119.09,0,0.015,9.118,57.088,1,21,48.5,21.97
Pittsburgh ,Riverview Park ,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Single,1631,1706,2,1,1,0,0,2925781,18167,11.72002453,26240.119,0,0.04,7.215,54.548,0,21,48.5,21.97
Pittsburgh ,Schenley Park ,3,5,3,0,2,0,0,3,9,0,48,1,1,0,0,0,3,0,6,1,1,0,Single,97,108,3,1,1,0,1,1960828,8451,22.93480257,16512.659,0,5.222,151.103,41.249,1,21,48.5,21.97
Queens  ,Alley Pond Park,3,6,2,NA,2,18,3,1,3,14,20,0,5,0,0,0,0,7,1,3,3,0,Single,10667,9656,3,1,1,1,0,2750099,13039,15.60268588,17829.628,0,4.066,85.667,46.34,5,18,50.5,5.11
Queens  ,Baisley Pond Park,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Single,NA,NA,2,0,1,0,1,329786,3671,19.6395664,390.455,0,1.492,47.93,13.965,4,18,50.5,5.11
Queens  ,Bowne Park,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Single,1644,1506,2,1,0,0,1,49392,930,20.39285714,0,0,7.542,134.516,41.411,1,18,50.5,5.11
Queens  ,College Point Fields,0,1,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Single,888,750,2,0,1,0,1,134341,2116,62.08609272,7.633,0,2.876,61.085,4.834,3,18,50.5,5.11
Queens  ,Cunningham Park,1,1,0,NA,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,10417,8948,2,1,1,0,0,2270513,8975,22.19944598,23230.169,0,5.212,122.443,50.771,3,18,50.5,5.11
Queens  ,Flushing Meadows Corona Park,0,0,0,NA,1,0,0,0,0, ,0,0,0,0,0,0,0,0,0,1,0,0,Multiple,NA,NA,3,1,1,0,1,1368427,6936,20.3851706,8423.321,0,5.071,122.587,3.972,5,18,50.5,5.11
Queens  ,Forest Park,1,2,0,NA,0,9,0,0,0,2,0,0,1,0,0,0,0,0,2,0,0,0,Single,16484,16408,3,1,1,0,1,2248343,10151,11.14068745,16547.088,0,1.335,44.24,62.723,3,18,50.5,5.11
Queens  ,Fort Tilden,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,Single,NA,NA,1,1,0,0,0,33075,818,16.68216216,83.747,0,2.673,42.938,31.216,1,18,50.5,5.11
Queens  ,Francis Lewis Park,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,1520,1525,3,1,1,1,0,1662756,7788,24.18918919,10034.427,0,0,0.288,15.115,2,18,50.5,5.11
Queens  ,Hook Creek/Idlewild,0,1,2,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,Multiple,NA,NA,4,1,1,1,1,3570552,13112,17.66817953,4877.013,0,6.016,53.898,12.177,6,18,50.5,5.11
Queens  ,Jamaica Bay Wildlife Refuge,0,1,3,NA,2,0,0,0,2,0,0,9,0,0,0,0,0,0,1,4,1,0,Multiple,NA,NA,3,1,1,0,1,3822794,10935,5.53934967,4347.673,0,0.142,14.621,15.223,4,18,50.5,5.11
Queens  ,Kissena Park,1,0,2,NA,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,Multiple,NA,NA,3,1,1,0,1,1384671,7914,20.04607398,2604.884,0,5.375,133.815,26.28,2,18,50.5,5.11
Queens  ,Rockaway Community Park,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Single,2130,2184,1,0,1,0,0,875369,5525,13.91179487,1032.731,0,0.332,33.209,5.083,2,18,50.5,5.11
Queens  ,Springfield Park,0,1,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,Single,4881,5982,2,0,1,0,1,82001,1467,30.56521739,24.586,0,41.694,314.224,11.293,2,18,50.5,5.11
StatenIsl,Allison Pond Park,1,0,2,NA,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,5,0,Multiple,NA,NA,3,1,1,0,1,344287,4165,10.48691099,425.979,0,0,0.001,59.068,2,18,43.7,19.4
StatenIsl,Bloomingdale Park,1,1,0,NA,0,1,0,1,0,0, ,0,0,0,0,0,0,0,0,0,0,0,Single,5851,7802,3,1,1,0,1,622739,5596,5.885941645,738.683,0,1.261,36.658,67.561,3,18,43.7,19.4
StatenIsl,Blue Heron Park,3,3,1,NA,2,10,0,9,11,0,7,0,3,0,0,0,0,1,0,2,12,0,Single,NA,NA,2,1,0,0,1,1136192,10049,3.035472973,3950.323,0,1.261,36.66,69.479,4,18,43.7,19.4
StatenIsl,Bunker Ponds Park,1,0,0,NA,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,Multiple,437,376,2,1,0,0,1,345104,5105,5.554934823,821.264,0.087,163.446,452.445,73.294,4,18,43.7,19.4
StatenIsl,Clay Pit Ponds State Park,1,4,2,NA,2,7,0,6,3,4,1,0,2,0,0,1,0,0,0,1,1,0,Single,105,77,3,1,0,0,1,1572274,13500,3.020689655,3093.466,0.087,163.51,460.679,68.562,5,18,43.7,19.4
StatenIsl,Clove Lakes Park,1,1,1,NA,2,2,0,0,2,0,1,0,0,0,0, ,0,0,0,3,7,0,Single,163,218,3,1,1,0,1,816031,5063,12.10828729,829.525,0.087,163.51,460.695,49.938,3,18,43.7,19.4
StatenIsl,Conference House Park,1,3,0,NA,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,Single,3334,3441,2,1,1,0,0,506631,5015,8.218085106,283.391,0,0.064,9.055,44.248,5,18,43.7,19.4
StatenIsl,Crescent Beach Park,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Single,1441,1147,1,0,1,0,0,21208,601,44.30434783,0,0.087,168.558,506.842,9.435,1,18,43.7,19.4
StatenIsl,Fort Hill Park,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Single,423,316,1,1,0,0,0,3627,329,14,53.032,0.087,169.819,543.5,45,0,18,43.7,19.4
StatenIsl,Fort Wadsworth Gateway National Park,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Multiple,NA,NA,4,1,1,1,1,312588,4985,28.45578231,3160.504,0,6.309,82.824,27.997,1,18,43.7,19.4
StatenIsl,King Fisher Park,1,1,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Single,1174,1142,2,1,0,0,1,95988,1411,12.94230769,67.12,0.087,170.189,563.376,62.644,3,18,43.7,19.4
StatenIsl,Latourette Park,4,4,5,NA,2,42,0,12,33,0,9,11,17,0,0,11,0,9,0,6,9,0,Multiple,NA,NA,3,1,1,0,1,18804890,43982,5.828747921,36909.117,0,6.691,106.22,39.482,4,18,43.7,19.4
StatenIsl,Lemon Creek Tidal Wetlands,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,3,1,1,1,0,554444,5561,22.86247544,1585.262,0.087,174.938,637.955,31.564,5,18,43.7,19.4
StatenIsl,Long Pond Park,1,5,1,NA,2,2,2,1,0,26,3,0,3,0,0,0,0,0,0,8,5,0,Single,1082,772,3,1,1,0,1,3087618,8225,10.68269231,8075.438,0,11.629,197.65,44.943,6,18,43.7,19.4
StatenIsl,Ocean Breeze Park,0,1,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Single,1029,881,3,1,1,0,1,728779,5466,5.125770654,749.921,0,4.887,86.752,17.15,3,18,43.7,19.4
StatenIsl,Ocean View The Cemetery Beautiful,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Multiple,NA,NA,3,1,1,0,1,860451,6981,19.17014614,191.491,0.087,175.194,661.374,18.816,3,18,43.7,19.4
StatenIsl,Reed's Basket Willow Swamp Park,2,0,0,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,Single,850,865,2,1,0,0,1,286240,3849,2.677115987,137.535,0,5.376,117.937,74.251,1,18,43.7,19.4
StatenIsl,Siedenburg Park,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,1289,1298,2,1,0,0,1,95422,1391,5.047169811,0,0.087,175.767,686.136,63.085,1,18,43.7,19.4
StatenIsl,Snug Harbor Cultural and Botanical Garden,0,0,2,NA,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,1,0,Multiple,NA,NA,3,1,1,0,1,294903,2295,23.43161094,108.022,0.087,174.506,649.48,35.872,3,18,43.7,19.4
StatenIsl,Staten Island Industrial Park,1,0,1,NA,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Single,NA,NA,2,1,0,0,1,1183315,6923,10.8805175,4277.217,0,0,0.146,50.97,6,18,43.7,19.4
StatenIsl,Wolfe's Pond Park,1,2,1,NA,1,2,0,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,Single,501,372,3,1,1,0,1,1039471,5433,6.034234234,1784.707,0.087,200.836,817.154,60.37,6,18,43.7,19.4
